Blocks,Age,Faults,Time,Output
992,6,0,37864,0
991,2,0,37981,0
991,1,0,37477,0
706,4,20,26272,0
992,1,0,36983,0
955,4,3,35460,0
992,0,0,38225,0
992,6,0,37711,0
992,7,0,37864,1
991,3,0,37981,0
991,2,0,37477,0
706,5,20,26272,0
992,2,0,36983,0
955,5,3,35460,0
992,1,0,38225,0
992,7,0,37711,1
993,0,0,37924,0
991,4,0,37981,0
991,3,0,37477,0
706,6,20,26272,0
992,3,0,36983,0
955,6,3,35460,1
992,2,0,38225,0
993,0,0,37735,0
993,1,0,37924,0
991,5,0,37981,0
991,4,0,37477,0
706,7,20,26272,0
992,4,0,36983,0
956,0,3,35531,0
992,3,0,38225,0
993,1,0,37735,0
993,2,0,37924,0
991,6,0,37981,0
991,5,0,37477,0
706,8,20,26272,1
992,5,0,36983,0
956,1,3,35531,0
992,4,0,38225,0
993,2,0,37735,0
993,3,0,37924,0
991,7,0,37981,1
991,6,0,37477,0
707,0,20,26347,0
992,6,0,36983,0
956,2,3,35531,0
992,5,0,38225,0
993,3,0,37735,0
993,4,0,37924,0
992,0,0,37995,0
991,7,0,37477,1
707,1,20,26347,0
992,7,0,36983,1
956,3,3,35531,0
992,6,0,38225,0
993,4,0,37735,0
993,5,0,37924,0
992,1,0,37995,0
992,0,0,37507,0
707,2,20,26347,0
993,0,0,37008,0
956,4,3,35531,0
992,7,0,38225,1
993,5,0,37735,0
993,6,0,37924,0
992,2,0,37995,0
992,1,0,37507,0
707,3,20,26347,0
993,1,0,37008,0
956,5,3,35531,0
993,0,0,38262,0
993,6,0,37735,0
993,7,0,37924,1
992,3,0,37995,0
992,2,0,37507,0
707,4,20,26347,0
993,2,0,37008,0
956,6,3,35531,0
993,1,0,38262,0
993,7,0,37735,1
994,0,0,37959,0
992,4,0,37995,0
992,3,0,37507,0
707,5,20,26347,0
993,3,0,37008,0
956,7,3,35531,1
993,2,0,38262,0
994,0,0,37761,0
994,1,0,37959,0
992,5,0,37995,0
992,4,0,37507,0
707,6,20,26347,0
993,4,0,37008,0
957,0,3,35550,0
993,3,0,38262,0
994,1,0,37761,0
994,2,0,37959,0
992,6,0,37995,1
992,5,0,37507,0
707,7,20,26347,0
993,5,0,37008,0
957,1,3,35550,0
993,4,0,38262,0
994,2,0,37761,0
994,3,0,37959,0
993,0,0,38043,0
992,6,0,37507,0
707,8,20,26347,1
993,6,0,37008,0
957,2,3,35550,0
993,5,0,38262,0
994,3,0,37761,0
994,4,0,37959,0
993,1,0,38043,0
992,7,0,37507,1
708,0,20,26369,0
993,7,0,37008,1
957,3,3,35550,0
993,6,0,38262,0
994,4,0,37761,0
994,5,0,37959,0
993,2,0,38043,0
993,0,0,37551,0
708,1,20,26369,0
994,0,0,37081,0
957,4,3,35550,0
993,7,0,38262,1
994,5,0,37761,0
994,6,0,37959,0
993,3,0,38043,0
993,1,0,37551,0
708,2,20,26369,0
994,1,0,37081,0
957,5,3,35550,0
994,0,0,38331,0
994,6,0,37761,0
994,7,0,37959,1
993,4,0,38043,0
993,2,0,37551,0
708,3,20,26369,0
994,2,0,37081,0
957,6,3,35550,0
994,1,0,38331,0
994,7,0,37761,1
995,0,0,37989,0
993,5,0,38043,0
993,3,0,37551,0
708,4,20,26369,0
994,3,0,37081,0
957,7,3,35550,1
994,2,0,38331,0
995,0,0,37819,0
995,1,0,37989,0
993,6,0,38043,0
993,4,0,37551,0
708,5,20,26369,0
994,4,0,37081,0
958,0,3,35624,0
994,3,0,38331,0
995,1,0,37819,0
995,2,0,37989,0
993,7,0,38043,1
993,5,0,37551,0
708,6,20,26369,0
994,5,0,37081,0
958,1,3,35624,0
994,4,0,38331,0
995,2,0,37819,0
995,3,0,37989,0
994,0,0,38108,0
993,6,0,37551,1
708,7,20,26369,0
994,6,0,37081,0
958,2,3,35624,0
994,5,0,38331,0
995,3,0,37819,0
995,4,0,37989,0
994,1,0,38108,0
994,0,0,37591,0
708,8,20,26369,1
994,7,0,37081,1
958,3,3,35624,0
994,6,0,38331,0
995,4,0,37819,0
995,5,0,37989,0
994,2,0,38108,0
994,1,0,37591,0
709,0,20,26395,0
995,0,0,37106,0
958,4,3,35624,0
994,7,0,38331,1
995,5,0,37819,0
995,6,0,37989,0
994,3,0,38108,0
994,2,0,37591,0
709,1,20,26395,0
995,1,0,37106,0
958,5,3,35624,0
995,0,0,38363,0
995,6,0,37819,0
995,7,0,37989,1
994,4,0,38108,0
994,3,0,37591,0
709,2,20,26395,0
995,2,0,37106,0
958,6,3,35624,0
995,1,0,38363,0
995,7,0,37819,1
996,0,0,38026,0
994,5,0,38108,0
994,4,0,37591,0
709,3,20,26395,0
995,3,0,37106,0
958,7,3,35624,1
995,2,0,38363,0
996,0,0,37867,0
996,1,0,38026,0
994,6,0,38108,0
994,5,0,37591,0
709,4,20,26395,0
995,4,0,37106,0
959,0,3,35633,0
995,3,0,38363,0
996,1,0,37867,0
996,2,0,38026,0
994,7,0,38108,1
994,6,0,37591,0
709,5,20,26395,0
995,5,0,37106,0
959,1,3,35633,0
995,4,0,38363,0
996,2,0,37867,0
996,3,0,38026,0
995,0,0,38137,0
994,7,0,37591,1
709,6,20,26395,0
995,6,0,37106,1
959,2,3,35633,0
995,5,0,38363,0
996,3,0,37867,0
996,4,0,38026,0
995,1,0,38137,0
995,0,0,37615,0
709,7,20,26395,0
996,0,0,37133,0
959,3,3,35633,0
995,6,0,38363,0
996,4,0,37867,0
996,5,0,38026,0
995,2,0,38137,0
995,1,0,37615,0
709,8,20,26395,1
996,1,0,37133,0
959,4,3,35633,0
995,7,0,38363,1
996,5,0,37867,0
996,6,0,38026,0
995,3,0,38137,0
995,2,0,37615,0
710,0,20,26467,0
996,2,0,37133,0
959,5,3,35633,0
996,0,0,38416,0
996,6,0,37867,0
996,7,0,38026,1
995,4,0,38137,0
995,3,0,37615,0
710,1,20,26467,0
996,3,0,37133,0
959,6,3,35633,0
996,1,0,38416,0
996,7,0,37867,1
997,0,0,38045,0
995,5,0,38137,0
995,4,0,37615,0
710,2,20,26467,0
996,4,0,37133,0
959,7,3,35633,1
996,2,0,38416,0
997,0,0,37887,0
997,1,0,38045,0
995,6,0,38137,0
995,5,0,37615,0
710,3,20,26467,0
996,5,0,37133,0
960,0,3,35667,0
996,3,0,38416,0
997,1,0,37887,0
997,2,0,38045,0
995,7,0,38137,1
995,6,0,37615,0
710,4,20,26467,0
996,6,0,37133,0
960,1,3,35667,0
996,4,0,38416,0
997,2,0,37887,0
997,3,0,38045,0
996,0,0,38178,0
995,7,0,37615,1
710,5,20,26467,0
996,7,0,37133,1
960,2,3,35667,0
996,5,0,38416,0
997,3,0,37887,0
997,4,0,38045,0
996,1,0,38178,0
996,0,0,37696,0
710,6,20,26467,0
997,0,0,37187,0
960,3,3,35667,0
996,6,0,38416,1
997,4,0,37887,0
997,5,0,38045,0
996,2,0,38178,0
996,1,0,37696,0
710,7,20,26467,0
997,1,0,37187,0
960,4,3,35667,0
997,0,0,38439,0
997,5,0,37887,0
997,6,0,38045,0
996,3,0,38178,0
996,2,0,37696,0
710,8,20,26467,1
997,2,0,37187,0
960,5,3,35667,0
997,1,0,38439,0
997,6,0,37887,0
997,7,0,38045,1
996,4,0,38178,0
996,3,0,37696,0
711,0,20,26517,0
997,3,0,37187,0
960,6,3,35667,0
997,2,0,38439,0
997,7,0,37887,1
998,0,0,38084,0
996,5,0,38178,0
996,4,0,37696,0
711,1,20,26517,0
997,4,0,37187,0
960,7,3,35667,1
997,3,0,38439,0
998,0,0,37926,0
998,1,0,38084,0
996,6,0,38178,0
996,5,0,37696,0
711,2,20,26517,0
997,5,0,37187,0
961,0,3,35692,0
997,4,0,38439,0
998,1,0,37926,0
998,2,0,38084,0
996,7,0,38178,1
996,6,0,37696,0
711,3,20,26517,0
997,6,0,37187,0
961,1,3,35692,0
997,5,0,38439,0
998,2,0,37926,0
998,3,0,38084,0
997,0,0,38203,0
996,7,0,37696,1
711,4,20,26517,0
997,7,0,37187,1
961,2,3,35692,0
997,6,0,38439,0
998,3,0,37926,0
998,4,0,38084,0
997,1,0,38203,0
997,0,0,37726,0
711,5,20,26517,0
998,0,0,37250,0
961,3,3,35692,0
997,7,0,38439,1
998,4,0,37926,0
998,5,0,38084,0
997,2,0,38203,0
997,1,0,37726,0
711,6,20,26517,0
998,1,0,37250,0
961,4,3,35692,0
998,0,0,38495,0
998,5,0,37926,0
998,6,0,38084,1
997,3,0,38203,0
997,2,0,37726,0
711,7,20,26517,0
998,2,0,37250,0
961,5,3,35692,0
998,1,0,38495,0
998,6,0,37926,0
999,0,0,38118,0
997,4,0,38203,0
997,3,0,37726,0
711,8,20,26517,1
998,3,0,37250,0
961,6,3,35692,0
998,2,0,38495,0
998,7,0,37926,1
999,1,0,38118,0
997,5,0,38203,0
997,4,0,37726,0
712,0,20,26585,0
998,4,0,37250,0
961,7,3,35692,1
998,3,0,38495,0
999,0,0,37939,0
999,2,0,38118,0
997,6,0,38203,0
997,5,0,37726,0
712,1,20,26585,0
998,5,0,37250,0
962,0,3,35774,0
998,4,0,38495,0
999,1,0,37939,0
999,3,0,38118,0
997,7,0,38203,1
997,6,0,37726,0
712,2,20,26585,0
998,6,0,37250,0
962,1,3,35774,0
998,5,0,38495,0
999,2,0,37939,0
999,4,0,38118,0
998,0,0,38216,0
997,7,0,37726,1
712,3,20,26585,0
998,7,0,37250,1
962,2,3,35774,0
998,6,0,38495,0
999,3,0,37939,0
999,5,0,38118,0
998,1,0,38216,0
998,0,0,37755,0
712,4,20,26585,0
999,0,0,37278,0
962,3,3,35774,0
998,7,0,38495,1
999,4,0,37939,0
999,6,0,38118,0
998,2,0,38216,0
998,1,0,37755,0
712,5,20,26585,0
999,1,0,37278,0
962,4,3,35774,0
999,0,0,38551,0
999,5,0,37939,0
999,7,0,38118,1
998,3,0,38216,0
998,2,0,37755,0
712,6,20,26585,0
999,2,0,37278,0
962,5,3,35774,0
999,1,0,38551,0
999,6,0,37939,1
1000,0,0,38178,0
998,4,0,38216,0
998,3,0,37755,0
712,7,20,26585,0
999,3,0,37278,0
962,6,3,35774,0
999,2,0,38551,0
1000,0,0,37965,0
1000,1,0,38178,0
998,5,0,38216,0
998,4,0,37755,0
712,8,20,26585,1
999,4,0,37278,0
962,7,3,35774,1
999,3,0,38551,0
1000,1,0,37965,0
1000,2,0,38178,0
998,6,0,38216,0
998,5,0,37755,0
713,0,20,26607,0
999,5,0,37278,0
963,0,3,35789,0
999,4,0,38551,0
1000,2,0,37965,0
1000,3,0,38178,0
998,7,0,38216,1
998,6,0,37755,0
713,1,20,26607,0
999,6,0,37278,0
963,1,3,35789,0
999,5,0,38551,0
1000,3,0,37965,0
1000,4,0,38178,0
999,0,0,38253,0
998,7,0,37755,1
713,2,20,26607,0
999,7,0,37278,1
963,2,3,35789,0
999,6,0,38551,0
1000,4,0,37965,0
1000,5,0,38178,0
999,1,0,38253,0
999,0,0,37782,0
713,3,20,26607,0
1000,0,0,37315,0
963,3,3,35789,0
999,7,0,38551,1
1000,5,0,37965,0
1000,6,0,38178,0
999,2,0,38253,0
999,1,0,37782,0
713,4,20,26607,0
1000,1,0,37315,0
963,4,3,35789,0
1000,0,0,38569,0
1000,6,0,37965,0
1000,7,0,38178,1
999,3,0,38253,0
999,2,0,37782,0
713,5,20,26607,0
1000,2,0,37315,0
963,5,3,35789,0
1000,1,0,38569,0
1000,7,0,37965,1
1001,0,0,38208,0
999,4,0,38253,0
999,3,0,37782,0
713,6,20,26607,0
1000,3,0,37315,0
963,6,3,35789,1
1000,2,0,38569,0
1001,0,0,37993,0
1001,1,0,38208,0
999,5,0,38253,0
999,4,0,37782,0
713,7,20,26607,0
1000,4,0,37315,0
964,0,3,35848,0
1000,3,0,38569,0
1001,1,0,37993,0
1001,2,0,38208,0
999,6,0,38253,0
999,5,0,37782,0
713,8,20,26607,1
1000,5,0,37315,0
964,1,3,35848,0
1000,4,0,38569,0
1001,2,0,37993,0
1001,3,0,38208,0
999,7,0,38253,1
999,6,0,37782,0
714,0,20,26649,0
1000,6,0,37315,0
964,2,3,35848,0
1000,5,0,38569,0
1001,3,0,37993,0
1001,4,0,38208,0
1000,0,0,38301,0
999,7,0,37782,1
714,1,20,26649,0
1000,7,0,37315,1
964,3,3,35848,0
1000,6,0,38569,0
1001,4,0,37993,0
1001,5,0,38208,0
1000,1,0,38301,0
1000,0,0,37797,0
714,2,20,26649,0
1001,0,0,37345,0
964,4,3,35848,0
1000,7,0,38569,1
1001,5,0,37993,0
1001,6,0,38208,0
1000,2,0,38301,0
1000,1,0,37797,0
714,3,20,26649,0
1001,1,0,37345,0
964,5,3,35848,0
1001,0,0,38625,0
1001,6,0,37993,0
1001,7,0,38208,1
1000,3,0,38301,0
1000,2,0,37797,0
714,4,20,26649,0
1001,2,0,37345,0
964,6,3,35848,0
1001,1,0,38625,0
1001,7,0,37993,1
1002,0,0,38221,0
1000,4,0,38301,0
1000,3,0,37797,0
714,5,20,26649,0
1001,3,0,37345,0
964,7,3,35848,1
1001,2,0,38625,0
1002,0,0,38039,0
1002,1,0,38221,0
1000,5,0,38301,0
1000,4,0,37797,0
714,6,20,26649,0
1001,4,0,37345,0
965,0,3,35863,0
1001,3,0,38625,0
1002,1,0,38039,0
1002,2,0,38221,0
1000,6,0,38301,1
1000,5,0,37797,0
714,7,20,26649,0
1001,5,0,37345,0
965,1,3,35863,0
1001,4,0,38625,0
1002,2,0,38039,0
1002,3,0,38221,0
1001,0,0,38320,0
1000,6,0,37797,0
714,8,20,26649,1
1001,6,0,37345,0
965,2,3,35863,0
1001,5,0,38625,0
1002,3,0,38039,0
1002,4,0,38221,0
1001,1,0,38320,0
1000,7,0,37797,1
715,0,20,26658,0
1001,7,0,37345,1
965,3,3,35863,0
1001,6,0,38625,0
1002,4,0,38039,0
1002,5,0,38221,0
1001,2,0,38320,0
1001,0,0,37825,0
715,1,20,26658,0
1002,0,0,37368,0
965,4,3,35863,0
1001,7,0,38625,1
1002,5,0,38039,0
1002,6,0,38221,0
1001,3,0,38320,0
1001,1,0,37825,0
715,2,20,26658,0
1002,1,0,37368,0
965,5,3,35863,0
1002,0,0,38670,0
1002,6,0,38039,0
1002,7,0,38221,1
1001,4,0,38320,0
1001,2,0,37825,0
715,3,20,26658,0
1002,2,0,37368,0
965,6,3,35863,0
1002,1,0,38670,0
1002,7,0,38039,1
1003,0,0,38259,0
1001,5,0,38320,0
1001,3,0,37825,0
715,4,20,26658,0
1002,3,0,37368,0
965,7,3,35863,1
1002,2,0,38670,0
1003,0,0,38087,0
1003,1,0,38259,0
1001,6,0,38320,0
1001,4,0,37825,0
715,5,20,26658,0
1002,4,0,37368,0
966,0,3,35934,0
1002,3,0,38670,0
1003,1,0,38087,0
1003,2,0,38259,0
1001,7,0,38320,1
1001,5,0,37825,0
715,6,20,26658,0
1002,5,0,37368,0
966,1,3,35934,0
1002,4,0,38670,0
1003,2,0,38087,0
1003,3,0,38259,0
1002,0,0,38341,0
1001,6,0,37825,1
715,7,20,26658,0
1002,6,0,37368,0
966,2,3,35934,0
1002,5,0,38670,0
1003,3,0,38087,0
1003,4,0,38259,0
1002,1,0,38341,0
1002,0,0,37862,0
715,8,20,26658,1
1002,7,0,37368,1
966,3,3,35934,0
1002,6,0,38670,0
1003,4,0,38087,0
1003,5,0,38259,0
1002,2,0,38341,0
1002,1,0,37862,0
716,0,20,26729,0
1003,0,0,37424,0
966,4,3,35934,0
1002,7,0,38670,1
1003,5,0,38087,0
1003,6,0,38259,0
1002,3,0,38341,0
1002,2,0,37862,0
716,1,20,26729,0
1003,1,0,37424,0
966,5,3,35934,0
1003,0,0,38701,0
1003,6,0,38087,0
1003,7,0,38259,1
1002,4,0,38341,0
1002,3,0,37862,0
716,2,20,26729,0
1003,2,0,37424,0
966,6,3,35934,0
1003,1,0,38701,0
1003,7,0,38087,1
1004,0,0,38315,0
1002,5,0,38341,0
1002,4,0,37862,0
716,3,20,26729,0
1003,3,0,37424,0
966,7,3,35934,1
1003,2,0,38701,0
1004,0,0,38117,0
1004,1,0,38315,0
1002,6,0,38341,0
1002,5,0,37862,0
716,4,20,26729,0
1003,4,0,37424,0
967,0,3,35977,0
1003,3,0,38701,0
1004,1,0,38117,0
1004,2,0,38315,0
1002,7,0,38341,1
1002,6,0,37862,0
716,5,20,26729,0
1003,5,0,37424,0
967,1,3,35977,0
1003,4,0,38701,0
1004,2,0,38117,0
1004,3,0,38315,0
1003,0,0,38370,0
1002,7,0,37862,1
716,6,20,26729,0
1003,6,0,37424,1
967,2,3,35977,0
1003,5,0,38701,0
1004,3,0,38117,0
1004,4,0,38315,0
1003,1,0,38370,0
1003,0,0,37899,0
716,7,20,26729,0
1004,0,0,37461,0
967,3,3,35977,0
1003,6,0,38701,0
1004,4,0,38117,0
1004,5,0,38315,0
1003,2,0,38370,0
1003,1,0,37899,0
716,8,20,26729,1
1004,1,0,37461,0
967,4,3,35977,0
1003,7,0,38701,1
1004,5,0,38117,0
1004,6,0,38315,0
1003,3,0,38370,0
1003,2,0,37899,0
717,0,20,26770,0
1004,2,0,37461,0
967,5,3,35977,0
1004,0,0,38731,0
1004,6,0,38117,0
1004,7,0,38315,1
1003,4,0,38370,0
1003,3,0,37899,0
717,1,20,26770,0
1004,3,0,37461,0
967,6,3,35977,0
1004,1,0,38731,0
1004,7,0,38117,1
1005,0,0,38363,0
1003,5,0,38370,0
1003,4,0,37899,0
717,2,20,26770,0
1004,4,0,37461,0
967,7,3,35977,1
1004,2,0,38731,0
1005,0,0,38141,0
1005,1,0,38363,0
1003,6,0,38370,0
1003,5,0,37899,0
717,3,20,26770,0
1004,5,0,37461,0
968,0,3,36026,0
1004,3,0,38731,0
1005,1,0,38141,0
1005,2,0,38363,0
1003,7,0,38370,1
1003,6,0,37899,0
717,4,20,26770,0
1004,6,0,37461,0
968,1,3,36026,0
1004,4,0,38731,0
1005,2,0,38141,0
1005,3,0,38363,0
1004,0,0,38407,0
1003,7,0,37899,1
717,5,20,26770,0
1004,7,0,37461,1
968,2,3,36026,0
1004,5,0,38731,0
1005,3,0,38141,0
1005,4,0,38363,0
1004,1,0,38407,0
1004,0,0,37939,0
717,6,20,26770,0
1005,0,0,37492,0
968,3,3,36026,0
1004,6,0,38731,1
1005,4,0,38141,0
1005,5,0,38363,0
1004,2,0,38407,0
1004,1,0,37939,0
717,7,20,26770,0
1005,1,0,37492,0
968,4,3,36026,0
1005,0,0,38758,0
1005,5,0,38141,0
1005,6,0,38363,0
1004,3,0,38407,0
1004,2,0,37939,0
717,8,20,26770,1
1005,2,0,37492,0
968,5,3,36026,0
1005,1,0,38758,0
1005,6,0,38141,0
1005,7,0,38363,1
1004,4,0,38407,0
1004,3,0,37939,0
718,0,20,26798,0
1005,3,0,37492,0
968,6,3,36026,0
1005,2,0,38758,0
1005,7,0,38141,1
1006,0,0,38440,0
1004,5,0,38407,0
1004,4,0,37939,0
718,1,20,26798,0
1005,4,0,37492,0
968,7,3,36026,1
1005,3,0,38758,0
1006,0,0,38220,0
1006,1,0,38440,0
1004,6,0,38407,0
1004,5,0,37939,0
718,2,20,26798,0
1005,5,0,37492,0
969,0,3,36079,0
1005,4,0,38758,0
1006,1,0,38220,0
1006,2,0,38440,0
1004,7,0,38407,1
1004,6,0,37939,0
718,3,20,26798,0
1005,6,0,37492,0
969,1,3,36079,0
1005,5,0,38758,0
1006,2,0,38220,0
1006,3,0,38440,0
1005,0,0,38431,0
1004,7,0,37939,1
718,4,20,26798,0
1005,7,0,37492,1
969,2,3,36079,0
1005,6,0,38758,0
1006,3,0,38220,0
1006,4,0,38440,0
1005,1,0,38431,0
1005,0,0,37969,0
718,5,20,26798,0
1006,0,0,37512,0
969,3,3,36079,0
1005,7,0,38758,1
1006,4,0,38220,0
1006,5,0,38440,0
1005,2,0,38431,0
1005,1,0,37969,0
718,6,20,26798,0
1006,1,0,37512,0
969,4,3,36079,0
1006,0,0,38796,0
1006,5,0,38220,0
1006,6,0,38440,1
1005,3,0,38431,0
1005,2,0,37969,0
718,7,20,26798,0
1006,2,0,37512,0
969,5,3,36079,0
1006,1,0,38796,0
1006,6,0,38220,0
1007,0,0,38466,0
1005,4,0,38431,0
1005,3,0,37969,0
718,8,20,26798,1
1006,3,0,37512,0
969,6,3,36079,0
1006,2,0,38796,0
1006,7,0,38220,1
1007,1,0,38466,0
1005,5,0,38431,0
1005,4,0,37969,0
719,0,20,26839,0
1006,4,0,37512,0
969,7,3,36079,1
1006,3,0,38796,0
1007,0,0,38246,0
1007,2,0,38466,0
1005,6,0,38431,0
1005,5,0,37969,0
719,1,20,26839,0
1006,5,0,37512,0
970,0,3,36127,0
1006,4,0,38796,0
1007,1,0,38246,0
1007,3,0,38466,0
1005,7,0,38431,1
1005,6,0,37969,0
719,2,20,26839,0
1006,6,0,37512,0
970,1,3,36127,0
1006,5,0,38796,0
1007,2,0,38246,0
1007,4,0,38466,0
1006,0,0,38471,0
1005,7,0,37969,1
719,3,20,26839,0
1006,7,0,37512,1
970,2,3,36127,0
1006,6,0,38796,0
1007,3,0,38246,0
1007,5,0,38466,0
1006,1,0,38471,0
1006,0,0,38004,0
719,4,20,26839,0
1007,0,0,37564,0
970,3,3,36127,0
1006,7,0,38796,1
1007,4,0,38246,0
1007,6,0,38466,0
1006,2,0,38471,0
1006,1,0,38004,0
719,5,20,26839,0
1007,1,0,37564,0
970,4,3,36127,0
1007,0,0,38853,0
1007,5,0,38246,0
1007,7,0,38466,1
1006,3,0,38471,0
1006,2,0,38004,0
719,6,20,26839,0
1007,2,0,37564,0
970,5,3,36127,0
1007,1,0,38853,0
1007,6,0,38246,1
1008,0,0,38552,0
1006,4,0,38471,0
1006,3,0,38004,0
719,7,20,26839,0
1007,3,0,37564,0
970,6,3,36127,0
1007,2,0,38853,0
1008,0,0,38300,0
1008,1,0,38552,0
1006,5,0,38471,0
1006,4,0,38004,0
719,8,20,26839,1
1007,4,0,37564,0
970,7,3,36127,1
1007,3,0,38853,0
1008,1,0,38300,0
1008,2,0,38552,0
1006,6,0,38471,0
1006,5,0,38004,0
720,0,20,26868,0
1007,5,0,37564,0
971,0,3,36190,0
1007,4,0,38853,0
1008,2,0,38300,0
1008,3,0,38552,0
1006,7,0,38471,1
1006,6,0,38004,0
720,1,20,26868,0
1007,6,0,37564,0
971,1,3,36190,0
1007,5,0,38853,0
1008,3,0,38300,0
1008,4,0,38552,0
1007,0,0,38513,0
1006,7,0,38004,1
720,2,20,26868,0
1007,7,0,37564,1
971,2,3,36190,0
1007,6,0,38853,0
1008,4,0,38300,0
1008,5,0,38552,0
1007,1,0,38513,0
1007,0,0,38037,0
720,3,20,26868,0
1008,0,0,37571,0
971,3,3,36190,0
1007,7,0,38853,1
1008,5,0,38300,0
1008,6,0,38552,0
1007,2,0,38513,0
1007,1,0,38037,0
720,4,20,26868,0
1008,1,0,37571,0
971,4,3,36190,0
1008,0,0,38882,0
1008,6,0,38300,0
1008,7,0,38552,1
1007,3,0,38513,0
1007,2,0,38037,0
720,5,20,26868,0
1008,2,0,37571,0
971,5,3,36190,0
1008,1,0,38882,0
1008,7,0,38300,1
1009,0,0,38592,0
1007,4,0,38513,0
1007,3,0,38037,0
720,6,20,26868,0
1008,3,0,37571,0
971,6,3,36190,1
1008,2,0,38882,0
1009,0,0,38328,0
1009,1,0,38592,0
1007,5,0,38513,0
1007,4,0,38037,0
720,7,20,26868,0
1008,4,0,37571,0
972,0,3,36231,0
1008,3,0,38882,0
1009,1,0,38328,0
1009,2,0,38592,0
1007,6,0,38513,0
1007,5,0,38037,0
720,8,20,26868,1
1008,5,0,37571,0
972,1,3,36231,0
1008,4,0,38882,0
1009,2,0,38328,0
1009,3,0,38592,0
1007,7,0,38513,1
1007,6,0,38037,0
721,0,20,26898,0
1008,6,0,37571,0
972,2,3,36231,0
1008,5,0,38882,0
1009,3,0,38328,0
1009,4,0,38592,0
1008,0,0,38540,0
1007,7,0,38037,1
721,1,20,26898,0
1008,7,0,37571,1
972,3,3,36231,0
1008,6,0,38882,0
1009,4,0,38328,0
1009,5,0,38592,0
1008,1,0,38540,0
1008,0,0,38065,0
721,2,20,26898,0
1009,0,0,37615,0
972,4,3,36231,0
1008,7,0,38882,1
1009,5,0,38328,0
1009,6,0,38592,0
1008,2,0,38540,0
1008,1,0,38065,0
721,3,20,26898,0
1009,1,0,37615,0
972,5,3,36231,0
1009,0,0,38917,0
1009,6,0,38328,0
1009,7,0,38592,1
1008,3,0,38540,0
1008,2,0,38065,0
721,4,20,26898,0
1009,2,0,37615,0
972,6,3,36231,0
1009,1,0,38917,0
1009,7,0,38328,1
1010,0,0,38612,0
1008,4,0,38540,0
1008,3,0,38065,0
721,5,20,26898,0
1009,3,0,37615,0
972,7,3,36231,1
1009,2,0,38917,0
1010,0,0,38375,0
1010,1,0,38612,0
1008,5,0,38540,0
1008,4,0,38065,0
721,6,20,26898,0
1009,4,0,37615,0
973,0,3,36307,0
1009,3,0,38917,0
1010,1,0,38375,0
1010,2,0,38612,0
1008,6,0,38540,1
1008,5,0,38065,0
721,7,20,26898,0
1009,5,0,37615,0
973,1,3,36307,0
1009,4,0,38917,0
1010,2,0,38375,0
1010,3,0,38612,0
1009,0,0,38588,0
1008,6,0,38065,0
721,8,20,26898,1
1009,6,0,37615,0
973,2,3,36307,0
1009,5,0,38917,0
1010,3,0,38375,0
1010,4,0,38612,0
1009,1,0,38588,0
1008,7,0,38065,1
722,0,20,26926,0
1009,7,0,37615,1
973,3,3,36307,0
1009,6,0,38917,0
1010,4,0,38375,0
1010,5,0,38612,0
1009,2,0,38588,0
1009,0,0,38124,0
722,1,20,26926,0
1010,0,0,37676,0
973,4,3,36307,0
1009,7,0,38917,1
1010,5,0,38375,0
1010,6,0,38612,0
1009,3,0,38588,0
1009,1,0,38124,0
722,2,20,26926,0
1010,1,0,37676,0
973,5,3,36307,0
1010,0,0,38932,0
1010,6,0,38375,0
1010,7,0,38612,1
1009,4,0,38588,0
1009,2,0,38124,0
722,3,20,26926,0
1010,2,0,37676,0
973,6,3,36307,0
1010,1,0,38932,0
1010,7,0,38375,1
1011,0,0,38639,0
1009,5,0,38588,0
1009,3,0,38124,0
722,4,20,26926,0
1010,3,0,37676,0
973,7,3,36307,1
1010,2,0,38932,0
1011,0,0,38425,0
1011,1,0,38639,0
1009,6,0,38588,0
1009,4,0,38124,0
722,5,20,26926,0
1010,4,0,37676,0
974,0,3,36377,0
1010,3,0,38932,0
1011,1,0,38425,0
1011,2,0,38639,0
1009,7,0,38588,1
1009,5,0,38124,0
722,6,20,26926,0
1010,5,0,37676,0
974,1,3,36377,0
1010,4,0,38932,0
1011,2,0,38425,0
1011,3,0,38639,0
1010,0,0,38647,0
1009,6,0,38124,1
722,7,20,26926,0
1010,6,0,37676,0
974,2,3,36377,0
1010,5,0,38932,0
1011,3,0,38425,0
1011,4,0,38639,0
1010,1,0,38647,0
1010,0,0,38163,0
722,8,20,26926,1
1010,7,0,37676,1
974,3,3,36377,0
1010,6,0,38932,0
1011,4,0,38425,0
1011,5,0,38639,0
1010,2,0,38647,0
1010,1,0,38163,0
723,0,20,26963,0
1011,0,0,37721,0
974,4,3,36377,0
1010,7,0,38932,1
1011,5,0,38425,0
1011,6,0,38639,0
1010,3,0,38647,0
1010,2,0,38163,0
723,1,20,26963,0
1011,1,0,37721,0
974,5,3,36377,0
1011,0,0,39000,0
1011,6,0,38425,0
1011,7,0,38639,1
1010,4,0,38647,0
1010,3,0,38163,0
723,2,20,26963,0
1011,2,0,37721,0
974,6,3,36377,0
1011,1,0,39000,0
1011,7,0,38425,1
1012,0,0,38692,0
1010,5,0,38647,0
1010,4,0,38163,0
723,3,20,26963,0
1011,3,0,37721,0
974,7,3,36377,1
