Blocks,Age,Faults,Time,Output
377,7,0,13888,1
208,4,20,7570,0
378,7,0,13804,1
342,2,3,12691,0
378,6,0,14829,0
379,3,0,14210,0
379,4,0,14087,0
378,1,0,14209,0
378,0,0,13923,0
208,5,20,7570,0
379,0,0,13818,0
342,3,3,12691,0
378,7,0,14829,1
379,4,0,14210,0
379,5,0,14087,0
378,2,0,14209,0
378,1,0,13923,0
208,6,20,7570,0
379,1,0,13818,0
342,4,3,12691,0
379,0,0,14864,0
379,5,0,14210,0
379,6,0,14087,1
378,3,0,14209,0
378,2,0,13923,0
208,7,20,7570,0
379,2,0,13818,0
342,5,3,12691,0
379,1,0,14864,0
379,6,0,14210,1
380,0,0,14130,0
378,4,0,14209,0
378,3,0,13923,0
208,8,20,7570,0
379,3,0,13818,0
342,6,3,12691,0
379,2,0,14864,0
380,0,0,14222,0
380,1,0,14130,0
378,5,0,14209,0
378,4,0,13923,0
208,9,20,7570,1
379,4,0,13818,0
342,7,3,12691,1
379,3,0,14864,0
380,1,0,14222,0
380,2,0,14130,0
378,6,0,14209,0
378,5,0,13923,0
209,0,20,7595,0
379,5,0,13818,0
343,0,3,12714,0
379,4,0,14864,0
380,2,0,14222,0
380,3,0,14130,0
378,7,0,14209,1
378,6,0,13923,0
209,1,20,7595,0
379,6,0,13818,0
343,1,3,12714,0
379,5,0,14864,0
380,3,0,14222,0
380,4,0,14130,0
379,0,0,14247,0
378,7,0,13923,1
209,2,20,7595,0
379,7,0,13818,1
343,2,3,12714,0
379,6,0,14864,0
380,4,0,14222,0
380,5,0,14130,0
379,1,0,14247,0
379,0,0,13989,0
209,3,20,7595,0
380,0,0,13850,0
343,3,3,12714,0
379,7,0,14864,1
380,5,0,14222,0
380,6,0,14130,0
379,2,0,14247,0
379,1,0,13989,0
209,4,20,7595,0
380,1,0,13850,0
343,4,3,12714,0
380,0,0,14916,0
380,6,0,14222,0
380,7,0,14130,1
379,3,0,14247,0
379,2,0,13989,0
209,5,20,7595,0
380,2,0,13850,0
343,5,3,12714,0
380,1,0,14916,0
380,7,0,14222,1
381,0,0,14150,0
379,4,0,14247,0
379,3,0,13989,0
209,6,20,7595,0
380,3,0,13850,0
343,6,3,12714,1
380,2,0,14916,0
381,0,0,14231,0
381,1,0,14150,0
379,5,0,14247,0
379,4,0,13989,0
209,7,20,7595,0
380,4,0,13850,0
344,0,3,12776,0
380,3,0,14916,0
381,1,0,14231,0
381,2,0,14150,0
379,6,0,14247,1
379,5,0,13989,0
209,8,20,7595,0
380,5,0,13850,0
344,1,3,12776,0
380,4,0,14916,0
381,2,0,14231,0
381,3,0,14150,0
380,0,0,14313,0
379,6,0,13989,1
209,9,20,7595,0
380,6,0,13850,0
344,2,3,12776,0
380,5,0,14916,0
381,3,0,14231,0
381,4,0,14150,0
380,1,0,14313,0
380,0,0,14062,0
209,10,20,7595,1
380,7,0,13850,1
344,3,3,12776,0
380,6,0,14916,0
381,4,0,14231,0
381,5,0,14150,0
380,2,0,14313,0
380,1,0,14062,0
210,0,20,7659,0
381,0,0,13889,0
344,4,3,12776,0
380,7,0,14916,1
381,5,0,14231,0
381,6,0,14150,0
380,3,0,14313,0
380,2,0,14062,0
210,1,20,7659,0
381,1,0,13889,0
344,5,3,12776,0
381,0,0,14943,0
381,6,0,14231,0
381,7,0,14150,1
380,4,0,14313,0
380,3,0,14062,0
210,2,20,7659,0
381,2,0,13889,0
344,6,3,12776,0
381,1,0,14943,0
381,7,0,14231,1
382,0,0,14176,0
380,5,0,14313,0
380,4,0,14062,0
210,3,20,7659,0
381,3,0,13889,0
344,7,3,12776,1
381,2,0,14943,0
382,0,0,14308,0
382,1,0,14176,0
380,6,0,14313,0
380,5,0,14062,0
210,4,20,7659,0
381,4,0,13889,0
345,0,3,12841,0
381,3,0,14943,0
382,1,0,14308,0
382,2,0,14176,0
380,7,0,14313,1
380,6,0,14062,0
210,5,20,7659,0
381,5,0,13889,0
345,1,3,12841,0
381,4,0,14943,0
382,2,0,14308,0
382,3,0,14176,0
381,0,0,14349,0
380,7,0,14062,1
210,6,20,7659,0
381,6,0,13889,1
345,2,3,12841,0
381,5,0,14943,0
382,3,0,14308,0
382,4,0,14176,0
381,1,0,14349,0
381,0,0,14123,0
210,7,20,7659,0
382,0,0,13911,0
345,3,3,12841,0
381,6,0,14943,1
382,4,0,14308,0
382,5,0,14176,0
381,2,0,14349,0
381,1,0,14123,0
210,8,20,7659,0
382,1,0,13911,0
345,4,3,12841,0
382,0,0,14983,0
382,5,0,14308,0
382,6,0,14176,1
381,3,0,14349,0
381,2,0,14123,0
210,9,20,7659,0
382,2,0,13911,0
345,5,3,12841,0
382,1,0,14983,0
382,6,0,14308,0
383,0,0,14202,0
381,4,0,14349,0
381,3,0,14123,0
210,10,20,7659,1
382,3,0,13911,0
345,6,3,12841,0
382,2,0,14983,0
382,7,0,14308,1
383,1,0,14202,0
381,5,0,14349,0
381,4,0,14123,0
211,0,20,7683,0
382,4,0,13911,0
345,7,3,12841,1
382,3,0,14983,0
383,0,0,14338,0
383,2,0,14202,0
381,6,0,14349,0
381,5,0,14123,0
211,1,20,7683,0
382,5,0,13911,0
346,0,3,12877,0
382,4,0,14983,0
383,1,0,14338,0
383,3,0,14202,0
381,7,0,14349,1
381,6,0,14123,0
211,2,20,7683,0
382,6,0,13911,0
346,1,3,12877,0
382,5,0,14983,0
383,2,0,14338,0
383,4,0,14202,0
382,0,0,14389,0
381,7,0,14123,1
211,3,20,7683,0
382,7,0,13911,1
346,2,3,12877,0
382,6,0,14983,0
383,3,0,14338,0
383,5,0,14202,0
382,1,0,14389,0
382,0,0,14147,0
211,4,20,7683,0
383,0,0,13953,0
346,3,3,12877,0
382,7,0,14983,1
383,4,0,14338,0
383,6,0,14202,0
382,2,0,14389,0
382,1,0,14147,0
211,5,20,7683,0
383,1,0,13953,0
346,4,3,12877,0
383,0,0,15024,0
383,5,0,14338,0
383,7,0,14202,1
382,3,0,14389,0
382,2,0,14147,0
211,6,20,7683,0
383,2,0,13953,0
346,5,3,12877,0
383,1,0,15024,0
383,6,0,14338,1
384,0,0,14242,0
382,4,0,14389,0
382,3,0,14147,0
211,7,20,7683,0
383,3,0,13953,0
346,6,3,12877,1
383,2,0,15024,0
384,0,0,14366,0
384,1,0,14242,0
382,5,0,14389,0
382,4,0,14147,0
211,8,20,7683,0
383,4,0,13953,0
347,0,3,12923,0
383,3,0,15024,0
384,1,0,14366,0
384,2,0,14242,0
382,6,0,14389,1
382,5,0,14147,0
211,9,20,7683,0
383,5,0,13953,0
347,1,3,12923,0
383,4,0,15024,0
384,2,0,14366,0
384,3,0,14242,0
383,0,0,14437,0
382,6,0,14147,0
211,10,20,7683,1
383,6,0,13953,0
347,2,3,12923,0
383,5,0,15024,0
384,3,0,14366,0
384,4,0,14242,0
383,1,0,14437,0
382,7,0,14147,1
212,0,20,7711,0
383,7,0,13953,1
347,3,3,12923,0
383,6,0,15024,0
384,4,0,14366,0
384,5,0,14242,0
383,2,0,14437,0
383,0,0,14169,0
212,1,20,7711,0
384,0,0,13981,0
347,4,3,12923,0
383,7,0,15024,1
384,5,0,14366,0
384,6,0,14242,0
383,3,0,14437,0
383,1,0,14169,0
212,2,20,7711,0
384,1,0,13981,0
347,5,3,12923,0
384,0,0,15111,0
384,6,0,14366,0
384,7,0,14242,1
383,4,0,14437,0
383,2,0,14169,0
212,3,20,7711,0
384,2,0,13981,0
347,6,3,12923,0
384,1,0,15111,0
384,7,0,14366,1
385,0,0,14281,0
383,5,0,14437,0
383,3,0,14169,0
212,4,20,7711,0
384,3,0,13981,0
347,7,3,12923,1
384,2,0,15111,0
385,0,0,14399,0
385,1,0,14281,0
383,6,0,14437,0
383,4,0,14169,0
212,5,20,7711,0
384,4,0,13981,0
348,0,3,12967,0
384,3,0,15111,0
385,1,0,14399,0
385,2,0,14281,0
383,7,0,14437,1
383,5,0,14169,0
212,6,20,7711,0
384,5,0,13981,0
348,1,3,12967,0
384,4,0,15111,0
385,2,0,14399,0
385,3,0,14281,0
384,0,0,14475,0
383,6,0,14169,1
212,7,20,7711,0
384,6,0,13981,1
348,2,3,12967,0
384,5,0,15111,0
385,3,0,14399,0
385,4,0,14281,0
384,1,0,14475,0
384,0,0,14201,0
212,8,20,7711,0
385,0,0,14009,0
348,3,3,12967,0
384,6,0,15111,1
385,4,0,14399,0
385,5,0,14281,0
384,2,0,14475,0
384,1,0,14201,0
212,9,20,7711,0
385,1,0,14009,0
348,4,3,12967,0
385,0,0,15138,0
385,5,0,14399,0
385,6,0,14281,0
384,3,0,14475,0
384,2,0,14201,0
212,10,20,7711,1
385,2,0,14009,0
348,5,3,12967,0
385,1,0,15138,0
385,6,0,14399,0
385,7,0,14281,1
384,4,0,14475,0
384,3,0,14201,0
213,0,20,7746,0
385,3,0,14009,0
348,6,3,12967,0
385,2,0,15138,0
385,7,0,14399,1
386,0,0,14318,0
384,5,0,14475,0
384,4,0,14201,0
213,1,20,7746,0
385,4,0,14009,0
348,7,3,12967,1
385,3,0,15138,0
386,0,0,14471,0
386,1,0,14318,0
384,6,0,14475,0
384,5,0,14201,0
213,2,20,7746,0
385,5,0,14009,0
349,0,3,13016,0
385,4,0,15138,0
386,1,0,14471,0
386,2,0,14318,0
384,7,0,14475,1
384,6,0,14201,0
213,3,20,7746,0
385,6,0,14009,0
349,1,3,13016,0
385,5,0,15138,0
386,2,0,14471,0
386,3,0,14318,0
385,0,0,14503,0
384,7,0,14201,1
213,4,20,7746,0
385,7,0,14009,1
349,2,3,13016,0
385,6,0,15138,0
386,3,0,14471,0
386,4,0,14318,0
385,1,0,14503,0
385,0,0,14249,0
213,5,20,7746,0
386,0,0,14029,0
349,3,3,13016,0
385,7,0,15138,1
386,4,0,14471,0
386,5,0,14318,0
385,2,0,14503,0
385,1,0,14249,0
213,6,20,7746,0
386,1,0,14029,0
349,4,3,13016,0
386,0,0,15164,0
386,5,0,14471,0
386,6,0,14318,1
385,3,0,14503,0
385,2,0,14249,0
213,7,20,7746,0
386,2,0,14029,0
349,5,3,13016,0
386,1,0,15164,0
386,6,0,14471,1
387,0,0,14350,0
385,4,0,14503,0
385,3,0,14249,0
213,8,20,7746,0
386,3,0,14029,0
349,6,3,13016,0
386,2,0,15164,0
387,0,0,14521,0
387,1,0,14350,0
385,5,0,14503,0
385,4,0,14249,0
213,9,20,7746,1
386,4,0,14029,0
349,7,3,13016,1
386,3,0,15164,0
387,1,0,14521,0
387,2,0,14350,0
385,6,0,14503,0
385,5,0,14249,0
214,0,20,7776,0
386,5,0,14029,0
350,0,3,13042,0
386,4,0,15164,0
387,2,0,14521,0
387,3,0,14350,0
385,7,0,14503,1
385,6,0,14249,0
214,1,20,7776,0
386,6,0,14029,0
350,1,3,13042,0
386,5,0,15164,0
387,3,0,14521,0
387,4,0,14350,0
386,0,0,14533,0
385,7,0,14249,1
214,2,20,7776,0
386,7,0,14029,1
350,2,3,13042,0
386,6,0,15164,0
387,4,0,14521,0
387,5,0,14350,0
386,1,0,14533,0
386,0,0,14257,0
214,3,20,7776,0
387,0,0,14080,0
350,3,3,13042,0
386,7,0,15164,1
387,5,0,14521,0
387,6,0,14350,0
386,2,0,14533,0
386,1,0,14257,0
214,4,20,7776,0
387,1,0,14080,0
350,4,3,13042,0
387,0,0,15195,0
387,6,0,14521,0
387,7,0,14350,1
386,3,0,14533,0
386,2,0,14257,0
214,5,20,7776,0
387,2,0,14080,0
350,5,3,13042,0
387,1,0,15195,0
387,7,0,14521,1
388,0,0,14364,0
386,4,0,14533,0
386,3,0,14257,0
214,6,20,7776,0
387,3,0,14080,0
350,6,3,13042,1
387,2,0,15195,0
388,0,0,14561,0
388,1,0,14364,0
386,5,0,14533,0
386,4,0,14257,0
214,7,20,7776,0
387,4,0,14080,0
351,0,3,13063,0
387,3,0,15195,0
388,1,0,14561,0
388,2,0,14364,0
386,6,0,14533,1
386,5,0,14257,0
214,8,20,7776,0
387,5,0,14080,0
351,1,3,13063,0
387,4,0,15195,0
388,2,0,14561,0
388,3,0,14364,0
387,0,0,14596,0
386,6,0,14257,1
214,9,20,7776,0
387,6,0,14080,0
351,2,3,13063,0
387,5,0,15195,0
388,3,0,14561,0
388,4,0,14364,0
387,1,0,14596,0
387,0,0,14301,0
214,10,20,7776,1
387,7,0,14080,1
351,3,3,13063,0
387,6,0,15195,0
388,4,0,14561,0
388,5,0,14364,0
387,2,0,14596,0
387,1,0,14301,0
215,0,20,7827,0
388,0,0,14110,0
351,4,3,13063,0
387,7,0,15195,1
388,5,0,14561,0
388,6,0,14364,0
387,3,0,14596,0
387,2,0,14301,0
215,1,20,7827,0
388,1,0,14110,0
351,5,3,13063,0
388,0,0,15276,0
388,6,0,14561,0
388,7,0,14364,1
387,4,0,14596,0
387,3,0,14301,0
215,2,20,7827,0
388,2,0,14110,0
351,6,3,13063,0
388,1,0,15276,0
388,7,0,14561,1
389,0,0,14411,0
387,5,0,14596,0
387,4,0,14301,0
215,3,20,7827,0
388,3,0,14110,0
351,7,3,13063,1
388,2,0,15276,0
389,0,0,14605,0
389,1,0,14411,0
387,6,0,14596,0
387,5,0,14301,0
215,4,20,7827,0
388,4,0,14110,0
352,0,3,13097,0
388,3,0,15276,0
389,1,0,14605,0
389,2,0,14411,0
387,7,0,14596,1
387,6,0,14301,0
215,5,20,7827,0
388,5,0,14110,0
352,1,3,13097,0
388,4,0,15276,0
389,2,0,14605,0
389,3,0,14411,0
388,0,0,14623,0
387,7,0,14301,1
215,6,20,7827,0
388,6,0,14110,1
352,2,3,13097,0
388,5,0,15276,0
389,3,0,14605,0
389,4,0,14411,0
388,1,0,14623,0
388,0,0,14364,0
215,7,20,7827,0
389,0,0,14134,0
352,3,3,13097,0
388,6,0,15276,1
389,4,0,14605,0
389,5,0,14411,0
388,2,0,14623,0
388,1,0,14364,0
215,8,20,7827,0
389,1,0,14134,0
352,4,3,13097,0
389,0,0,15334,0
389,5,0,14605,0
389,6,0,14411,1
388,3,0,14623,0
388,2,0,14364,0
215,9,20,7827,0
389,2,0,14134,0
352,5,3,13097,0
389,1,0,15334,0
389,6,0,14605,0
390,0,0,14432,0
388,4,0,14623,0
388,3,0,14364,0
215,10,20,7827,1
389,3,0,14134,0
352,6,3,13097,0
389,2,0,15334,0
389,7,0,14605,1
390,1,0,14432,0
388,5,0,14623,0
388,4,0,14364,0
216,0,20,7864,0
389,4,0,14134,0
352,7,3,13097,1
389,3,0,15334,0
390,0,0,14676,0
390,2,0,14432,0
388,6,0,14623,0
388,5,0,14364,0
216,1,20,7864,0
389,5,0,14134,0
353,0,3,13168,0
389,4,0,15334,0
390,1,0,14676,0
390,3,0,14432,0
388,7,0,14623,1
388,6,0,14364,0
216,2,20,7864,0
389,6,0,14134,0
353,1,3,13168,0
389,5,0,15334,0
390,2,0,14676,0
390,4,0,14432,0
389,0,0,14687,0
388,7,0,14364,1
216,3,20,7864,0
389,7,0,14134,1
353,2,3,13168,0
389,6,0,15334,0
390,3,0,14676,0
390,5,0,14432,0
389,1,0,14687,0
389,0,0,14442,0
216,4,20,7864,0
390,0,0,14165,0
353,3,3,13168,0
389,7,0,15334,1
390,4,0,14676,0
390,6,0,14432,0
389,2,0,14687,0
389,1,0,14442,0
216,5,20,7864,0
390,1,0,14165,0
353,4,3,13168,0
390,0,0,15375,0
390,5,0,14676,0
390,7,0,14432,1
389,3,0,14687,0
389,2,0,14442,0
216,6,20,7864,0
390,2,0,14165,0
353,5,3,13168,0
390,1,0,15375,0
390,6,0,14676,1
391,0,0,14470,0
389,4,0,14687,0
389,3,0,14442,0
216,7,20,7864,0
390,3,0,14165,0
353,6,3,13168,1
390,2,0,15375,0
391,0,0,14707,0
391,1,0,14470,0
389,5,0,14687,0
389,4,0,14442,0
216,8,20,7864,0
390,4,0,14165,0
354,0,3,13220,0
390,3,0,15375,0
391,1,0,14707,0
391,2,0,14470,0
389,6,0,14687,1
389,5,0,14442,0
216,9,20,7864,0
390,5,0,14165,0
354,1,3,13220,0
390,4,0,15375,0
391,2,0,14707,0
391,3,0,14470,0
390,0,0,14725,0
389,6,0,14442,0
216,10,20,7864,1
390,6,0,14165,0
354,2,3,13220,0
390,5,0,15375,0
391,3,0,14707,0
391,4,0,14470,0
390,1,0,14725,0
389,7,0,14442,1
217,0,20,7895,0
390,7,0,14165,1
354,3,3,13220,0
390,6,0,15375,0
391,4,0,14707,0
391,5,0,14470,0
390,2,0,14725,0
390,0,0,14497,0
217,1,20,7895,0
391,0,0,14234,0
354,4,3,13220,0
390,7,0,15375,1
391,5,0,14707,0
391,6,0,14470,0
390,3,0,14725,0
390,1,0,14497,0
217,2,20,7895,0
391,1,0,14234,0
354,5,3,13220,0
391,0,0,15411,0
391,6,0,14707,0
391,7,0,14470,1
390,4,0,14725,0
390,2,0,14497,0
217,3,20,7895,0
391,2,0,14234,0
354,6,3,13220,0
391,1,0,15411,0
391,7,0,14707,1
392,0,0,14520,0
390,5,0,14725,0
390,3,0,14497,0
217,4,20,7895,0
391,3,0,14234,0
354,7,3,13220,1
391,2,0,15411,0
392,0,0,14761,0
392,1,0,14520,0
390,6,0,14725,0
390,4,0,14497,0
217,5,20,7895,0
391,4,0,14234,0
355,0,3,13249,0
391,3,0,15411,0
392,1,0,14761,0
392,2,0,14520,0
390,7,0,14725,1
390,5,0,14497,0
217,6,20,7895,0
391,5,0,14234,0
355,1,3,13249,0
391,4,0,15411,0
392,2,0,14761,0
392,3,0,14520,0
391,0,0,14753,0
390,6,0,14497,1
217,7,20,7895,0
391,6,0,14234,1
355,2,3,13249,0
391,5,0,15411,0
392,3,0,14761,0
392,4,0,14520,0
391,1,0,14753,0
391,0,0,14520,0
217,8,20,7895,0
392,0,0,14275,0
355,3,3,13249,0
391,6,0,15411,1
392,4,0,14761,0
392,5,0,14520,0
391,2,0,14753,0
391,1,0,14520,0
217,9,20,7895,0
392,1,0,14275,0
355,4,3,13249,0
392,0,0,15480,0
392,5,0,14761,0
392,6,0,14520,0
391,3,0,14753,0
391,2,0,14520,0
217,10,20,7895,1
392,2,0,14275,0
355,5,3,13249,0
392,1,0,15480,0
392,6,0,14761,0
392,7,0,14520,1
391,4,0,14753,0
391,3,0,14520,0
218,0,20,7949,0
392,3,0,14275,0
355,6,3,13249,0
392,2,0,15480,0
392,7,0,14761,1
393,0,0,14554,0
391,5,0,14753,0
391,4,0,14520,0
218,1,20,7949,0
392,4,0,14275,0
355,7,3,13249,1
392,3,0,15480,0
393,0,0,14818,0
393,1,0,14554,0
391,6,0,14753,0
391,5,0,14520,0
218,2,20,7949,0
392,5,0,14275,0
356,0,3,13308,0
392,4,0,15480,0
393,1,0,14818,0
393,2,0,14554,0
391,7,0,14753,1
391,6,0,14520,0
218,3,20,7949,0
392,6,0,14275,0
356,1,3,13308,0
392,5,0,15480,0
393,2,0,14818,0
393,3,0,14554,0
392,0,0,14789,0
391,7,0,14520,1
218,4,20,7949,0
392,7,0,14275,1
356,2,3,13308,0
392,6,0,15480,0
393,3,0,14818,0
393,4,0,14554,0
392,1,0,14789,0
392,0,0,14595,0
218,5,20,7949,0
393,0,0,14308,0
356,3,3,13308,0
392,7,0,15480,1
393,4,0,14818,0
393,5,0,14554,0
392,2,0,14789,0
392,1,0,14595,0
218,6,20,7949,0
393,1,0,14308,0
356,4,3,13308,0
393,0,0,15501,0
393,5,0,14818,0
393,6,0,14554,1
392,3,0,14789,0
392,2,0,14595,0
218,7,20,7949,0
393,2,0,14308,0
356,5,3,13308,0
393,1,0,15501,0
393,6,0,14818,1
394,0,0,14572,0
392,4,0,14789,0
392,3,0,14595,0
218,8,20,7949,0
393,3,0,14308,0
356,6,3,13308,0
393,2,0,15501,0
394,0,0,14837,0
394,1,0,14572,0
392,5,0,14789,0
392,4,0,14595,0
218,9,20,7949,1
393,4,0,14308,0
356,7,3,13308,1
393,3,0,15501,0
394,1,0,14837,0
394,2,0,14572,0
392,6,0,14789,0
392,5,0,14595,0
219,0,20,7967,0
393,5,0,14308,0
357,0,3,13333,0
393,4,0,15501,0
394,2,0,14837,0
394,3,0,14572,0
392,7,0,14789,1
392,6,0,14595,0
219,1,20,7967,0
393,6,0,14308,0
357,1,3,13333,0
393,5,0,15501,0
394,3,0,14837,0
394,4,0,14572,0
393,0,0,14820,0
392,7,0,14595,1
219,2,20,7967,0
393,7,0,14308,1
357,2,3,13333,0
393,6,0,15501,0
394,4,0,14837,0
394,5,0,14572,0
393,1,0,14820,0
393,0,0,14630,0
219,3,20,7967,0
394,0,0,14342,0
357,3,3,13333,0
393,7,0,15501,1
394,5,0,14837,0
394,6,0,14572,0
393,2,0,14820,0
393,1,0,14630,0
219,4,20,7967,0
394,1,0,14342,0
357,4,3,13333,0
394,0,0,15517,0
394,6,0,14837,0
394,7,0,14572,1
393,3,0,14820,0
393,2,0,14630,0
219,5,20,7967,0
394,2,0,14342,0
357,5,3,13333,0
394,1,0,15517,0
394,7,0,14837,1
395,0,0,14622,0
393,4,0,14820,0
393,3,0,14630,0
219,6,20,7967,0
394,3,0,14342,0
357,6,3,13333,1
394,2,0,15517,0
395,0,0,14851,0
395,1,0,14622,0
393,5,0,14820,0
393,4,0,14630,0
219,7,20,7967,0
394,4,0,14342,0
358,0,3,13364,0
394,3,0,15517,0
395,1,0,14851,0
395,2,0,14622,0
393,6,0,14820,1
393,5,0,14630,0
219,8,20,7967,0
394,5,0,14342,0
358,1,3,13364,0
394,4,0,15517,0
395,2,0,14851,0
395,3,0,14622,0
394,0,0,14855,0
393,6,0,14630,1
219,9,20,7967,0
394,6,0,14342,0
358,2,3,13364,0
394,5,0,15517,0
395,3,0,14851,0
395,4,0,14622,0
394,1,0,14855,0
394,0,0,14655,0
219,10,20,7967,1
394,7,0,14342,1
358,3,3,13364,0
394,6,0,15517,0
395,4,0,14851,0
395,5,0,14622,0
394,2,0,14855,0
394,1,0,14655,0
220,0,20,8021,0
395,0,0,14407,0
358,4,3,13364,0
394,7,0,15517,1
395,5,0,14851,0
395,6,0,14622,0
394,3,0,14855,0
394,2,0,14655,0
220,1,20,8021,0
395,1,0,14407,0
358,5,3,13364,0
395,0,0,15565,0
395,6,0,14851,0
395,7,0,14622,1
394,4,0,14855,0
394,3,0,14655,0
220,2,20,8021,0
395,2,0,14407,0
358,6,3,13364,0
395,1,0,15565,0
395,7,0,14851,1
396,0,0,14642,0
394,5,0,14855,0
394,4,0,14655,0
220,3,20,8021,0
395,3,0,14407,0
358,7,3,13364,1
395,2,0,15565,0
396,0,0,14878,0
396,1,0,14642,0
394,6,0,14855,0
394,5,0,14655,0
220,4,20,8021,0
395,4,0,14407,0
359,0,3,13405,0
395,3,0,15565,0
396,1,0,14878,0
396,2,0,14642,0
394,7,0,14855,1
394,6,0,14655,0
220,5,20,8021,0
395,5,0,14407,0
359,1,3,13405,0
395,4,0,15565,0
396,2,0,14878,0
396,3,0,14642,0
395,0,0,14896,0
394,7,0,14655,1
220,6,20,8021,0
395,6,0,14407,1
359,2,3,13405,0
395,5,0,15565,0
396,3,0,14878,0
396,4,0,14642,0
395,1,0,14896,0
395,0,0,14702,0
220,7,20,8021,0
396,0,0,14440,0
359,3,3,13405,0
395,6,0,15565,1
396,4,0,14878,0
396,5,0,14642,0
395,2,0,14896,0
395,1,0,14702,0
220,8,20,8021,0
396,1,0,14440,0
359,4,3,13405,0
396,0,0,15600,0
396,5,0,14878,0
396,6,0,14642,1
395,3,0,14896,0
395,2,0,14702,0
220,9,20,8021,0
396,2,0,14440,0
359,5,3,13405,0
396,1,0,15600,0
396,6,0,14878,0
397,0,0,14674,0
395,4,0,14896,0
395,3,0,14702,0
220,10,20,8021,1
396,3,0,14440,0
359,6,3,13405,0
396,2,0,15600,0
396,7,0,14878,1
397,1,0,14674,0
395,5,0,14896,0
395,4,0,14702,0
221,0,20,8050,0
396,4,0,14440,0
359,7,3,13405,1
396,3,0,15600,0
397,0,0,14919,0
397,2,0,14674,0
395,6,0,14896,0
395,5,0,14702,0
221,1,20,8050,0
396,5,0,14440,0
360,0,3,13451,0
396,4,0,15600,0
397,1,0,14919,0
397,3,0,14674,0
395,7,0,14896,1
395,6,0,14702,0
221,2,20,8050,0
396,6,0,14440,0
360,1,3,13451,0
396,5,0,15600,0
397,2,0,14919,0
397,4,0,14674,0
396,0,0,14968,0
395,7,0,14702,1
221,3,20,8050,0
396,7,0,14440,1
360,2,3,13451,0
396,6,0,15600,0
397,3,0,14919,0
397,5,0,14674,0
396,1,0,14968,0
396,0,0,14743,0
221,4,20,8050,0
397,0,0,14454,0
360,3,3,13451,0
396,7,0,15600,1
397,4,0,14919,0
397,6,0,14674,0
396,2,0,14968,0
396,1,0,14743,0
221,5,20,8050,0
397,1,0,14454,0
360,4,3,13451,0
397,0,0,15683,0
397,5,0,14919,0
397,7,0,14674,1
396,3,0,14968,0
396,2,0,14743,0
221,6,20,8050,0
397,2,0,14454,0
360,5,3,13451,0
397,1,0,15683,0
397,6,0,14919,1
398,0,0,14750,0
396,4,0,14968,0
396,3,0,14743,0
221,7,20,8050,0
397,3,0,14454,0
360,6,3,13451,1
397,2,0,15683,0
398,0,0,14950,0
398,1,0,14750,0
396,5,0,14968,0
396,4,0,14743,0
221,8,20,8050,0
397,4,0,14454,0
361,0,3,13498,0
397,3,0,15683,0
398,1,0,14950,0
398,2,0,14750,0
396,6,0,14968,1
396,5,0,14743,0
221,9,20,8050,0
397,5,0,14454,0
361,1,3,13498,0
397,4,0,15683,0
398,2,0,14950,0
398,3,0,14750,0
397,0,0,14994,0
396,6,0,14743,0
221,10,20,8050,1
397,6,0,14454,0
361,2,3,13498,0
397,5,0,15683,0
398,3,0,14950,0
398,4,0,14750,0
397,1,0,14994,0
396,7,0,14743,1
222,0,20,8098,0
397,7,0,14454,1
361,3,3,13498,0
397,6,0,15683,0
398,4,0,14950,0
398,5,0,14750,0
397,2,0,14994,0
397,0,0,14787,0
222,1,20,8098,0
398,0,0,14481,0
361,4,3,13498,0
397,7,0,15683,1
398,5,0,14950,0
398,6,0,14750,0
397,3,0,14994,0
397,1,0,14787,0
222,2,20,8098,0
398,1,0,14481,0
361,5,3,13498,0
398,0,0,15703,0
398,6,0,14950,0
398,7,0,14750,1
397,4,0,14994,0
397,2,0,14787,0
222,3,20,8098,0
398,2,0,14481,0
361,6,3,13498,0
398,1,0,15703,0
398,7,0,14950,1
399,0,0,14765,0
397,5,0,14994,0
397,3,0,14787,0
222,4,20,8098,0
398,3,0,14481,0
361,7,3,13498,1
398,2,0,15703,0
399,0,0,14978,0
399,1,0,14765,0
397,6,0,14994,0
397,4,0,14787,0
222,5,20,8098,0
398,4,0,14481,0
362,0,3,13534,0
398,3,0,15703,0
399,1,0,14978,0
399,2,0,14765,0
397,7,0,14994,1
397,5,0,14787,0
222,6,20,8098,0
398,5,0,14481,0
362,1,3,13534,0
398,4,0,15703,0
399,2,0,14978,0
399,3,0,14765,0
398,0,0,15032,0
397,6,0,14787,1
222,7,20,8098,0
398,6,0,14481,1
362,2,3,13534,0
398,5,0,15703,0
399,3,0,14978,0
399,4,0,14765,0
398,1,0,15032,0
398,0,0,14812,0
222,8,20,8098,0
399,0,0,14516,0
362,3,3,13534,0
398,6,0,15703,1
399,4,0,14978,0
399,5,0,14765,0
398,2,0,15032,0
398,1,0,14812,0
222,9,20,8098,0
399,1,0,14516,0
362,4,3,13534,0
399,0,0,15742,0
399,5,0,14978,0
399,6,0,14765,0
398,3,0,15032,0
398,2,0,14812,0
222,10,20,8098,1
399,2,0,14516,0
362,5,3,13534,0
399,1,0,15742,0
399,6,0,14978,0
399,7,0,14765,1
398,4,0,15032,0
398,3,0,14812,0
223,0,20,8159,0
399,3,0,14516,0
362,6,3,13534,0
399,2,0,15742,0
399,7,0,14978,1
400,0,0,14799,0
